Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-2046105,Linoleic acid (LA) metabolism,1,32,0.002644628,0.948075403,0.948075403,2,10,0.001031672,48887,Homo sapiens,ELOVL5,,R-HSA-2046094;R-HSA-2046083
R-HSA-1660514,Synthesis of PIPs at the Golgi membrane,1,32,0.002644628,0.948075403,0.948075403,2,11,0.00113484,48887,Homo sapiens,VAC14,,R-HSA-1675921;R-HSA-1676005
R-HSA-8849471,"PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases",1,32,0.002644628,0.948075403,0.948075403,2,13,0.001341174,48887,Homo sapiens,ELMO2,,R-HSA-8848611;R-HSA-8848618
R-HSA-70635,Urea cycle,1,32,0.002644628,0.948075403,0.948075403,1,8,8.25E-04,48887,Homo sapiens,ARG1,,R-HSA-70569
R-HSA-5674400,Constitutive Signaling by AKT1 E17K in Cancer,1,32,0.002644628,0.948075403,0.948075403,1,18,0.00185701,48887,Homo sapiens,CDKN1B,,R-HSA-2399969
R-HSA-73621,Pyrimidine catabolism,2,51,0.004214876,0.948830399,0.948830399,2,17,0.001753843,48887,Homo sapiens,NT5E;NT5C3,,R-HSA-109449;R-HSA-109291
R-HSA-163685,Integration of energy metabolism,8,142,0.011735537,0.949911158,0.949911158,21,65,0.00670587,48887,Homo sapiens,RAP1B;GNG2;PRKAA2;GNG5;PPP2R1B;PRKAR1A;GNB5;GNAI2,,R-HSA-400037;R-HSA-163750;R-HSA-400097;R-HSA-400046;R-HSA-381612;R-HSA-163691;R-HSA-265166;R-HSA-163688;R-HSA-163689;R-HSA-381707;R-HSA-381706;R-HSA-163664;R-HSA-825631;R-HSA-111925;R-HSA-164151;R-HSA-422320;R-HSA-400063;R-HSA-400092;R-HSA-381727;R-HSA-164056;R-HSA-163769
R-HSA-351202,Metabolism of polyamines,8,142,0.011735537,0.949911158,0.949911158,3,38,0.003920355,48887,Homo sapiens,PSMD9;PSMD11;PSMD7;RPN2;ARG1;PSMD2;PSME4;AZIN1,,R-HSA-353125;R-HSA-70569;R-HSA-350600
R-HSA-168256,Immune System,170,2059,0.170165289,0.95093075,0.95093075,426,1159,0.119570824,48887,Homo sapiens,NCKAP1;UBE3C;IRS1;IL23R;UBE2D3;CCNF;LTN1;KEAP1;CDC20;PSMD9;PSMD7;RPS6KA5;PPP2R1B;CDH1;TUBB3;PSMD2;KIF5B;TOM1;KPNA4;KPNA1;MAP2K3;IFNAR2;MYLIP;TICAM2;HLA-C;LIFR;FRS2;HLA-A;HLA-G;CTSL1;CLEC4D;PRKAR1A;PSME4;ELMO2;TXNIP;ANAPC5;PSMD11;RPN2;SHC1;DTX4;RASGRP3;HSP90B1;RAP1B;SOCS3;PPP3R1;SOCS1;BTBD1;DHX36;ABL1;THEM4;PPAPDC1A;ATP6V1C1;UBE2H;JUN;VCAM1;HSPA5;LNPEP;ARPC5;KLHL20;AGO3;AGO2;BCL2;GRB2;BCL2L1;RNF220;CDKN1B;YWHAB;PTEN;PIK3CD;AP2A1;KIF11;WASL;HMGB1;SEC61A2;PPP3CA;PPP3CB;TUBA1B;CASP3;LRRFIP1;TMED7;UNKL;JAK1;PLA2G12A;HSP90AA1;GAB1;PPP2R5C;DYNLL2;YWHAZ;VAV2;TAPBP;IL1A;SIKE1;ATP6V1B2;KIF2C;CD44;VAMP3;SEC23A;DCTN4;SAMHD1;TANK;EGFR;MALT1;RNF135;ZNRF1;MAPK8;HECTD1;RNF138;AP2S1;MAPK1;WASF3;SEC24B;SEC24A;MYO10;MRE11A;TUBB4B;MAPK14;KBTBD6;DLC1;POLR3E;ASB6;POLR3F;CTNNB1;STUB1;TRIP12;ASB3;TNRC6A;TNRC6B,,R-HSA-198669;R-HSA-203797;R-HSA-936985;R-HSA-913424;R-HSA-8863914;R-HSA-1168423;R-HSA-5672980;R-HSA-5672978;R-HSA-198731;R-HSA-937029;R-HSA-5672966;R-HSA-5672965;R-HSA-5672960;R-HSA-5672961;R-HSA-198746;R-HSA-5672972;R-HSA-1168459;R-HSA-5672973;R-HSA-5672969;R-HSA-983150;R-HSA-8863973;R-HSA-983148;R-HSA-983147;R-HSA-983146;R-HSA-983145;R-HSA-198756;R-HSA-983142;R-HSA-983140;R-HSA-983138;R-HSA-983162;R-HSA-983161;R-HSA-168053;R-HSA-983157;R-HSA-983156;R-HSA-937075;R-HSA-983152;R-HSA-912527;R-HSA-1295519;R-HSA-1295516;R-HSA-5675206;R-HSA-2197691;R-HSA-2197690;R-HSA-1295540;R-HSA-6784204;R-HSA-446634;R-HSA-2316434;R-HSA-2213017;R-HSA-448703;R-HSA-166072;R-HSA-390329;R-HSA-446648;R-HSA-3249392;R-HSA-5674132;R-HSA-5674130;R-HSA-203979;R-HSA-168136;R-HSA-1264832;R-HSA-6784189;R-HSA-446684;R-HSA-3249386;R-HSA-442586;R-HSA-2197697;R-HSA-168162;R-HSA-446694;R-HSA-389348;R-HSA-446692;R-HSA-2197698;R-HSA-389350;R-HSA-168166;R-HSA-199910;R-HSA-442592;R-HSA-5675198;R-HSA-6785165;R-HSA-446701;R-HSA-1168637;R-HSA-5675194;R-HSA-389352;R-HSA-1168636;R-HSA-389354;R-HSA-8863858;R-HSA-912629;R-HSA-199935;R-HSA-909552;R-HSA-912627;R-HSA-3204303;R-HSA-939265;R-HSA-1168641;R-HSA-1168640;R-HSA-5607751;R-HSA-199959;R-HSA-1168644;R-HSA-5607744;R-HSA-5607747;R-HSA-5607757;R-HSA-5607756;R-HSA-166168;R-HSA-5607759;R-HSA-166175;R-HSA-198941;R-HSA-879917;R-HSA-912685;R-HSA-912680;R-HSA-5675376;R-HSA-198955;R-HSA-5674366;R-HSA-198958;R-HSA-990526;R-HSA-2130194;R-HSA-879934;R-HSA-111925;R-HSA-879925;R-HSA-451900;R-HSA-5675373;R-HSA-445752;R-HSA-445753;R-HSA-392513;R-HSA-990528;R-HSA-508247;R-HSA-2213243;R-HSA-451942;R-HSA-5607732;R-HSA-5607728;R-HSA-5607731;R-HSA-166245;R-HSA-5607742;R-HSA-5607736;R-HSA-983422;R-HSA-937343;R-HSA-983421;R-HSA-912757;R-HSA-5607724;R-HSA-166271;R-HSA-508282;R-HSA-199043;R-HSA-2318752;R-HSA-508292;R-HSA-210309;R-HSA-446862;R-HSA-983427;R-HSA-3134883;R-HSA-983426;R-HSA-2130349;R-HSA-983425;R-HSA-983424;R-HSA-909724;R-HSA-446868;R-HSA-2396599;R-HSA-909726;R-HSA-909720;R-HSA-2396594;R-HSA-3134904;R-HSA-909722;R-HSA-389532;R-HSA-3134901;R-HSA-2396606;R-HSA-909719;R-HSA-909718;R-HSA-3134896;R-HSA-449958;R-HSA-2213248;R-HSA-199079;R-HSA-446894;R-HSA-909732;R-HSA-5432825;R-HSA-909729;R-HSA-1112510;R-HSA-909730;R-HSA-873919;R-HSA-936381;R-HSA-873918;R-HSA-936378;R-HSA-2396561;R-HSA-1168809;R-HSA-6805981;R-HSA-1168813;R-HSA-449978;R-HSA-449976;R-HSA-977359;R-HSA-8857925;R-HSA-5674387;R-HSA-3134953;R-HSA-5674385;R-HSA-873924;R-HSA-2562541;R-HSA-873927;R-HSA-873926;R-HSA-873921;R-HSA-5675417;R-HSA-873922;R-HSA-936412;R-HSA-1112514;R-HSA-2321904;R-HSA-2272753;R-HSA-5674373;R-HSA-977371;R-HSA-3134962;R-HSA-1964482;R-HSA-1678841;R-HSA-1112565;R-HSA-1176059;R-HSA-3134914;R-HSA-450027;R-HSA-5675431;R-HSA-453111;R-HSA-453104;R-HSA-168440;R-HSA-452091;R-HSA-5675433;R-HSA-199169;R-HSA-452100;R-HSA-452097;R-HSA-450063;R-HSA-1112602;R-HSA-452108;R-HSA-1112604;R-HSA-936475;R-HSA-2130486;R-HSA-452122;R-HSA-2562564;R-HSA-2076220;R-HSA-6783556;R-HSA-449058;R-HSA-6783552;R-HSA-1031716;R-HSA-449073;R-HSA-2272795;R-HSA-5621353;R-HSA-6783524;R-HSA-913993;R-HSA-1112666;R-HSA-6783530;R-HSA-1678920;R-HSA-1678923;R-HSA-450133;R-HSA-5674496;R-HSA-1112690;R-HSA-2130504;R-HSA-914022;R-HSA-879201;R-HSA-1067646;R-HSA-1112703;R-HSA-2559568;R-HSA-1678944;R-HSA-2424484;R-HSA-202371;R-HSA-2424485;R-HSA-2424486;R-HSA-2424487;R-HSA-2424481;R-HSA-392835;R-HSA-1112727;R-HSA-981637;R-HSA-933532;R-HSA-1067651;R-HSA-981658;R-HSA-933530;R-HSA-1112708;R-HSA-933531;R-HSA-933528;R-HSA-983704;R-HSA-983703;R-HSA-933526;R-HSA-933527;R-HSA-933525;R-HSA-1067659;R-HSA-447130;R-HSA-1678981;R-HSA-933523;R-HSA-1112755;R-HSA-6783681;R-HSA-450222;R-HSA-933538;R-HSA-933539;R-HSA-1606327;R-HSA-933537;R-HSA-446130;R-HSA-2424476;R-HSA-1067688;R-HSA-2424477;R-HSA-977615;R-HSA-1247960;R-HSA-388814;R-HSA-5624473;R-HSA-977602;R-HSA-388809;R-HSA-202453;R-HSA-918232;R-HSA-5668481;R-HSA-450257;R-HSA-918230;R-HSA-877269;R-HSA-2201338;R-HSA-918229;R-HSA-2201341;R-HSA-918227;R-HSA-918224;R-HSA-918225;R-HSA-6804100;R-HSA-6804099;R-HSA-388833;R-HSA-202472;R-HSA-202478;R-HSA-2130640;R-HSA-877308;R-HSA-450292;R-HSA-5668520;R-HSA-450296;R-HSA-2130725;R-HSA-202500;R-HSA-2130731;R-HSA-914182;R-HSA-202510;R-HSA-879362;R-HSA-199443;R-HSA-450325;R-HSA-5362500;R-HSA-6811504;R-HSA-389919;R-HSA-450333;R-HSA-199456;R-HSA-202534;R-HSA-450348;R-HSA-450346;R-HSA-2130706;R-HSA-6811472;R-HSA-419644;R-HSA-419645;R-HSA-879411;R-HSA-2730856;R-HSA-2730858;R-HSA-2396007;R-HSA-2730861;R-HSA-2730860;R-HSA-2569057;R-HSA-2730849;R-HSA-2730848;R-HSA-2730851;R-HSA-2730872;R-HSA-2730876;R-HSA-2730864;R-HSA-6811454;R-HSA-2730867;R-HSA-2730870;R-HSA-919404;R-HSA-1222516;R-HSA-5362486;R-HSA-5658430;R-HSA-976743;R-HSA-5658424;R-HSA-2730841;R-HSA-2730840;R-HSA-2730842;R-HSA-2730844;R-HSA-2730847;R-HSA-2730833;R-HSA-354173;R-HSA-2730837;R-HSA-2730836;R-HSA-2029468;R-HSA-2029469;R-HSA-2029466;R-HSA-199558;R-HSA-2029467;R-HSA-2029465;R-HSA-2029458;R-HSA-2029453;R-HSA-2029451;R-HSA-199579;R-HSA-1015702;R-HSA-199576;R-HSA-199583;R-HSA-2730889;R-HSA-199587;R-HSA-5672950;R-HSA-5660662;R-HSA-1834939;R-HSA-2730888;R-HSA-5672951;R-HSA-5660663;R-HSA-976810;R-HSA-2730892;R-HSA-5672958;R-HSA-5672957;R-HSA-2730885;R-HSA-5672954;R-HSA-976801;R-HSA-2730886;R-HSA-5660665;R-HSA-997311;R-HSA-2730904;R-HSA-997309;R-HSA-5696482;R-HSA-2029476;R-HSA-2730899;R-HSA-2730900;R-HSA-2730903;R-HSA-2029473;R-HSA-1236947;R-HSA-1236948;R-HSA-1861595;R-HSA-1236954;R-HSA-2045911;R-HSA-1250264;R-HSA-3266557;R-HSA-997314;R-HSA-168909;R-HSA-168915;R-HSA-913374;R-HSA-1236935;R-HSA-198613;R-HSA-168921;R-HSA-1236943;R-HSA-1250253;R-HSA-936941;R-HSA-168934;R-HSA-1168374;R-HSA-1169406;R-HSA-1250272;R-HSA-198640;R-HSA-1236964;R-HSA-936952;R-HSA-1236965;R-HSA-1236970;R-HSA-1236971;R-HSA-936951;R-HSA-936947
R-HSA-8850843,Phosphate bond hydrolysis by NTPDase proteins,1,33,0.002727273,0.952665948,0.952665948,2,12,0.001238007,48887,Homo sapiens,ENTPD1,,R-HSA-8850854;R-HSA-8850846
R-HSA-1442490,Collagen degradation,3,69,0.005702479,0.95306556,0.95306556,5,34,0.003507686,48887,Homo sapiens,CTSL1;MMP7;ADAM9,,R-HSA-2471621;R-HSA-2168960;R-HSA-1454757;R-HSA-1564142;R-HSA-2168923
R-HSA-174824,Lipoprotein metabolism,4,85,0.007024793,0.953550862,0.953550862,17,73,0.007531208,48887,Homo sapiens,MYLIP;AP2S1;AP2A1;LDLR,,R-HSA-171106;R-HSA-174624;R-HSA-174657;R-HSA-8854628;R-HSA-6784738;R-HSA-171141;R-HSA-171118;R-HSA-171087;R-HSA-174706;R-HSA-171122;R-HSA-171059;R-HSA-6784735;R-HSA-6784734;R-HSA-174808;R-HSA-8855131;R-HSA-8855130;R-HSA-6784729
R-HSA-75876,Synthesis of very long-chain fatty acyl-CoAs,2,53,0.004380165,0.956108747,0.956108747,2,13,0.001341174,48887,Homo sapiens,ELOVL5;ACSL4,,R-HSA-548843;R-HSA-548800
R-HSA-191273,Cholesterol biosynthesis,3,70,0.005785124,0.956161239,0.956161239,4,31,0.003198184,48887,Homo sapiens,LSS;LBR,,R-HSA-194674;R-HSA-196402;R-HSA-191366;R-HSA-6807055
R-HSA-156590,Glutathione conjugation,4,86,0.007107438,0.956361884,0.956361884,5,15,0.001547509,48887,Homo sapiens,GGCT;GCLC;MGST2;CNDP2,,R-HSA-1247922;R-HSA-1247910;R-HSA-176059;R-HSA-1247912;R-HSA-174367
R-HSA-171306,Packaging Of Telomere Ends,1,34,0.002809917,0.956850984,0.956850984,2,2,2.06E-04,48887,Homo sapiens,H2AFZ,,R-HSA-181450;R-HSA-176700
R-HSA-73728,RNA Polymerase I Promoter Opening,1,34,0.002809917,0.956850984,0.956850984,1,2,2.06E-04,48887,Homo sapiens,H2AFZ,,R-HSA-73718
R-HSA-442742,CREB phosphorylation through the activation of Ras,1,34,0.002809917,0.956850984,0.956850984,2,7,7.22E-04,48887,Homo sapiens,MAPK1,,R-HSA-442737;R-HSA-444253
R-HSA-1474290,Collagen formation,5,102,0.008429752,0.958159942,0.958159942,3,40,0.004126689,48887,Homo sapiens,CTSL1;MMP7;ITGB4;P4HA2;ITGA6,,R-HSA-2213200;R-HSA-1650808;R-HSA-2213192
R-HSA-1483255,PI Metabolism,4,87,0.007190083,0.959015154,0.959015154,11,62,0.006396369,48887,Homo sapiens,VAC14;PTEN;PIK3CD;PIK3C2B,,R-HSA-1676168;R-HSA-1675866;R-HSA-199456;R-HSA-1676109;R-HSA-1676174;R-HSA-1675921;R-HSA-1676048;R-HSA-1676005;R-HSA-1676149;R-HSA-1676020;R-HSA-1675910
R-HSA-71406,Pyruvate metabolism and Citric Acid (TCA) cycle,4,87,0.007190083,0.959015154,0.959015154,3,29,0.00299185,48887,Homo sapiens,SUCLA2;IDH1;OGDH,,R-HSA-70997;R-HSA-70967;R-HSA-71401
R-HSA-499943,Synthesis and interconversion of nucleotide di- and triphosphates,3,71,0.005867769,0.959064922,0.959064922,6,29,0.00299185,48887,Homo sapiens,RRM2;AK2;GLRX,,R-HSA-110145;R-HSA-110144;R-HSA-8866405;R-HSA-111746;R-HSA-111751;R-HSA-111742
R-HSA-189445,Metabolism of porphyrins,2,54,0.00446281,0.95936555,0.95936555,2,21,0.002166512,48887,Homo sapiens,CPOX;PPOX,,R-HSA-189423;R-HSA-189421
R-HSA-449147,Signaling by Interleukins,30,434,0.035867769,0.960348267,0.960348267,104,218,0.022490457,48887,Homo sapiens,PSMD11;RPN2;YWHAB;SHC1;IRS1;IL23R;PIK3CD;EGFR;RASGRP3;RAP1B;PSMD9;SOCS3;PSMD7;PPP2R1B;PSMD2;CASP3;MAPK1;JAK1;LIFR;FRS2;PPP2R5C;YWHAZ;IL1A;KBTBD6;PSME4;GRB2,,R-HSA-452100;R-HSA-452097;R-HSA-450063;R-HSA-1112602;R-HSA-452108;R-HSA-914182;R-HSA-1112604;R-HSA-452122;R-HSA-913424;R-HSA-879917;R-HSA-6783556;R-HSA-449058;R-HSA-5675376;R-HSA-6783552;R-HSA-5674366;R-HSA-879934;R-HSA-449073;R-HSA-879925;R-HSA-451900;R-HSA-5675373;R-HSA-445752;R-HSA-445753;R-HSA-5672980;R-HSA-6783524;R-HSA-5672978;R-HSA-6783530;R-HSA-5672966;R-HSA-508247;R-HSA-5672965;R-HSA-450133;R-HSA-5672960;R-HSA-5674496;R-HSA-5672961;R-HSA-5672972;R-HSA-5672973;R-HSA-5672969;R-HSA-451942;R-HSA-919404;R-HSA-1112690;R-HSA-5658430;R-HSA-914022;R-HSA-5658424;R-HSA-1067646;R-HSA-1112703;R-HSA-912757;R-HSA-508282;R-HSA-912527;R-HSA-508292;R-HSA-1112727;R-HSA-446862;R-HSA-1295519;R-HSA-1295516;R-HSA-5675206;R-HSA-446868;R-HSA-1067651;R-HSA-1112708;R-HSA-1067659;R-HSA-447130;R-HSA-5672950;R-HSA-449958;R-HSA-5672951;R-HSA-1112755;R-HSA-6783681;R-HSA-1295540;R-HSA-5672958;R-HSA-446894;R-HSA-5672957;R-HSA-6784204;R-HSA-5672954;R-HSA-446634;R-HSA-1112510;R-HSA-5696482;R-HSA-446130;R-HSA-1067688;R-HSA-448703;R-HSA-449978;R-HSA-449976;R-HSA-446648;R-HSA-5674132;R-HSA-5674130;R-HSA-5674387;R-HSA-5674385;R-HSA-5675417;R-HSA-1112514;R-HSA-913374;R-HSA-5674373;R-HSA-1264832;R-HSA-6784189;R-HSA-446684;R-HSA-446694;R-HSA-446692;R-HSA-1112565;R-HSA-5675198;R-HSA-6785165;R-HSA-446701;R-HSA-5675194;R-HSA-450027;R-HSA-5675431;R-HSA-453111;R-HSA-453104;R-HSA-912629;R-HSA-452091;R-HSA-912627;R-HSA-5675433
R-HSA-381340,Transcriptional regulation of white adipocyte differentiation,5,103,0.008512397,0.960540983,0.960540983,10,18,0.00185701,48887,Homo sapiens,WNT10B;CDK19;TRAM1;MED13;NCOA3;MED29,,R-HSA-1183058;R-HSA-560472;R-HSA-560473;R-HSA-560491;R-HSA-560493;R-HSA-560510;R-HSA-381309;R-HSA-1183003;R-HSA-560498;R-HSA-560517
R-HSA-1592389,Activation of Matrix Metalloproteinases,1,35,0.002892562,0.960666303,0.960666303,7,27,0.002785515,48887,Homo sapiens,MMP7,,R-HSA-1604712;R-HSA-1592297;R-HSA-1592362;R-HSA-1604763;R-HSA-1604690;R-HSA-1592436;R-HSA-1604359
R-HSA-418360,Platelet calcium homeostasis,1,35,0.002892562,0.960666303,0.960666303,1,8,8.25E-04,48887,Homo sapiens,ATP2A2,,R-HSA-418365
R-HSA-162710,Synthesis of glycosylphosphatidylinositol (GPI),1,35,0.002892562,0.960666303,0.960666303,1,11,0.00113484,48887,Homo sapiens,PIGW,,R-HSA-162683
R-HSA-111933,Calmodulin induced events,1,35,0.002892562,0.960666303,0.960666303,1,12,0.001238007,48887,Homo sapiens,PRKAR1A,,R-HSA-111925
R-HSA-111997,CaM pathway,1,35,0.002892562,0.960666303,0.960666303,1,13,0.001341174,48887,Homo sapiens,PRKAR1A,,R-HSA-111925
R-HSA-1614635,Sulfur amino acid metabolism,4,88,0.007272727,0.961518501,0.961518501,4,30,0.003095017,48887,Homo sapiens,GCLC;MTR;ADO;CNDP2,,R-HSA-174374;R-HSA-1247910;R-HSA-174367;R-HSA-6814153
R-HSA-70153,Glucose transport,2,55,0.004545455,0.96238993,0.96238993,2,16,0.001650676,48887,Homo sapiens,SLC2A3;HK1,,R-HSA-70403;R-HSA-70420
R-HSA-174800,Chylomicron-mediated lipid transport,1,36,0.002975207,0.964144538,0.964144538,4,20,0.002063345,48887,Homo sapiens,LDLR,,R-HSA-174706;R-HSA-174624;R-HSA-174657;R-HSA-174808
R-HSA-1222556,"ROS, RNS production in response to bacteria",2,56,0.004628099,0.965197506,0.965197506,1,15,0.001547509,48887,Homo sapiens,ATP6V1B2;ATP6V1C1,,R-HSA-1222516
R-HSA-445989,TAK1 activates NFkB by phosphorylation and activation of IKKs complex,1,37,0.003057851,0.967315448,0.967315448,1,4,4.13E-04,48887,Homo sapiens,HMGB1,,R-HSA-168166
R-HSA-445355,Smooth Muscle Contraction,1,37,0.003057851,0.967315448,0.967315448,1,9,9.29E-04,48887,Homo sapiens,ANXA1,,R-HSA-5263628
R-HSA-1474151,"Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation",1,37,0.003057851,0.967315448,0.967315448,1,14,0.001444341,48887,Homo sapiens,HSP90AA1,,R-HSA-1497796
R-HSA-1980145,Signaling by NOTCH2,1,37,0.003057851,0.967315448,0.967315448,1,20,0.002063345,48887,Homo sapiens,MIB1,,R-HSA-2172172
R-HSA-4839726,Chromatin organization,15,247,0.020413223,0.96743067,0.96743067,18,82,0.008459713,48887,Homo sapiens,PBRM1;KDM3A;SETD3;EED;H2AFZ;PRMT1;TRRAP;HDAC1;MSL2;MSL3;JADE3;GATAD2B;KANSL1;OGT;EZH2,,R-HSA-5637686;R-HSA-5159245;R-HSA-5205867;R-HSA-5216234;R-HSA-3321975;R-HSA-3301237;R-HSA-5205799;R-HSA-3321883;R-HSA-3215448;R-HSA-5205798;R-HSA-5638332;R-HSA-5205861;R-HSA-5661115;R-HSA-5661126;R-HSA-4724284;R-HSA-3769447;R-HSA-3321805;R-HSA-3318413
R-HSA-3247509,Chromatin modifying enzymes,15,247,0.020413223,0.96743067,0.96743067,18,82,0.008459713,48887,Homo sapiens,PBRM1;KDM3A;SETD3;EED;H2AFZ;PRMT1;TRRAP;HDAC1;MSL2;MSL3;JADE3;GATAD2B;KANSL1;OGT;EZH2,,R-HSA-5637686;R-HSA-5159245;R-HSA-5205867;R-HSA-5216234;R-HSA-3321975;R-HSA-3301237;R-HSA-5205799;R-HSA-3321883;R-HSA-3215448;R-HSA-5205798;R-HSA-5638332;R-HSA-5205861;R-HSA-5661115;R-HSA-5661126;R-HSA-4724284;R-HSA-3769447;R-HSA-3321805;R-HSA-3318413
R-HSA-381042,PERK regulates gene expression,1,38,0.003140496,0.970206165,0.970206165,1,11,0.00113484,48887,Homo sapiens,HSPA5,,R-HSA-381086
R-HSA-168254,Influenza Infection,11,195,0.016115702,0.970614934,0.970614934,13,60,0.006190034,48887,Homo sapiens,DNAJC3;CPSF4;RPS17;HSP90AA1;XPO1;POLR2B;RPL12;POLR2C;KPNA4;KPNA1;IPO5,,R-HSA-192704;R-HSA-168326;R-HSA-1176059;R-HSA-192841;R-HSA-168297;R-HSA-168880;R-HSA-168337;R-HSA-168310;R-HSA-168859;R-HSA-168857;R-HSA-6791035;R-HSA-192830;R-HSA-168317
R-HSA-3906995,Diseases associated with O-glycosylation of proteins,3,76,0.006280992,0.97106382,0.97106382,5,9,9.29E-04,48887,Homo sapiens,NOTCH1;DAG1;THBS1,,R-HSA-5615556;R-HSA-5615604;R-HSA-5096538;R-HSA-6785565;R-HSA-5617096
R-HSA-5083635,Defective B3GALTL causes Peters-plus syndrome (PpS),1,39,0.00322314,0.972841426,0.972841426,1,1,1.03E-04,48887,Homo sapiens,THBS1,,R-HSA-6785565
R-HSA-1855204,Synthesis of IP3 and IP4 in the cytosol,1,39,0.00322314,0.972841426,0.972841426,1,12,0.001238007,48887,Homo sapiens,PTEN,,R-HSA-1855205
R-HSA-5357905,Regulation of TNFR1 signaling,1,39,0.00322314,0.972841426,0.972841426,1,14,0.001444341,48887,Homo sapiens,USP4,,R-HSA-5357845
R-HSA-5609975,Diseases associated with glycosylation precursor biosynthesis,1,39,0.00322314,0.972841426,0.972841426,1,16,0.001650676,48887,Homo sapiens,PGM1,,R-HSA-5609939
R-HSA-168638,NOD1/2 Signaling Pathway,1,39,0.00322314,0.972841426,0.972841426,1,17,0.001753843,48887,Homo sapiens,MAPK14,,R-HSA-1247960
R-HSA-6794362,Protein-protein interactions at synapses,2,60,0.004958678,0.974540049,0.974540049,3,19,0.001960177,48887,Homo sapiens,EPB41;LIN7C,,R-HSA-6797553;R-HSA-6794352;R-HSA-6797568
R-HSA-6794361,Interactions of neurexins and neuroligins at synapses,2,60,0.004958678,0.974540049,0.974540049,3,19,0.001960177,48887,Homo sapiens,EPB41;LIN7C,,R-HSA-6797553;R-HSA-6794352;R-HSA-6797568
R-HSA-159236,Transport of Mature mRNA derived from an Intron-Containing Transcript,3,78,0.006446281,0.974859796,0.974859796,4,4,4.13E-04,48887,Homo sapiens,FYTTD1;NXT1;SRSF7,,R-HSA-75097;R-HSA-75096;R-HSA-75098;R-HSA-159101
R-HSA-3000178,ECM proteoglycans,3,78,0.006446281,0.974859796,0.974859796,3,22,0.002269679,48887,Homo sapiens,ITGA2;SERPINE1;DAG1,,R-HSA-2467716;R-HSA-2396079;R-HSA-2681667
R-HSA-1474244,Extracellular matrix organization,20,320,0.026446281,0.975117584,0.975117584,86,275,0.028370989,48887,Homo sapiens,CAST;MMP7;VCAM1;ITGB4;ITGA2;SERPINE1;THBS1;CTSL1;P4HA2;CDH1;CASP3;MFAP3;DAG1;CAPN2;ADAM9;ITGB8;ITGA6;ITGA5;CD44;FBN1,,R-HSA-2473511;R-HSA-114563;R-HSA-1604763;R-HSA-4086205;R-HSA-3791295;R-HSA-2396079;R-HSA-216076;R-HSA-4084910;R-HSA-204434;R-HSA-1566981;R-HSA-3791149;R-HSA-1566979;R-HSA-8848658;R-HSA-2534206;R-HSA-2395320;R-HSA-198941;R-HSA-3814820;R-HSA-1604359;R-HSA-2467716;R-HSA-2514823;R-HSA-2168960;R-HSA-4088220;R-HSA-2161282;R-HSA-349603;R-HSA-2514831;R-HSA-1454781;R-HSA-2327695;R-HSA-1592362;R-HSA-2426263;R-HSA-1454757;R-HSA-4085133;R-HSA-2426259;R-HSA-2485148;R-HSA-2470555;R-HSA-349626;R-HSA-2328033;R-HSA-2328037;R-HSA-2467436;R-HSA-2129385;R-HSA-1604690;R-HSA-265422;R-HSA-2396399;R-HSA-265423;R-HSA-3827958;R-HSA-2534248;R-HSA-4224014;R-HSA-2396395;R-HSA-265428;R-HSA-1454791;R-HSA-265429;R-HSA-2534260;R-HSA-2328048;R-HSA-265424;R-HSA-2396029;R-HSA-2752115;R-HSA-1592387;R-HSA-202723;R-HSA-2471621;R-HSA-2327746;R-HSA-1650808;R-HSA-2328129;R-HSA-2681675;R-HSA-1566962;R-HSA-3907292;R-HSA-2213192;R-HSA-2129353;R-HSA-216040;R-HSA-2731074;R-HSA-2681667;R-HSA-1592436;R-HSA-1454843;R-HSA-2129357;R-HSA-1604712;R-HSA-216051;R-HSA-2213200;R-HSA-1592297;R-HSA-2514772;R-HSA-2129362;R-HSA-216048;R-HSA-2533970;R-HSA-2396113;R-HSA-4088264;R-HSA-4086216;R-HSA-1564142;R-HSA-2168923;R-HSA-2129375
